ID,City,Country,Date_Time,Latitude,Longitude,Max_Temperature,Humidity,Wind,Clouds
1054463,Tsiroanomandidy,MG,07/03/2019 23:09:54,-18.77,46.05,65.57,51,3.0,0
2122605,Okhotsk,RU,07/03/2019 23:09:54,59.36,143.24,48.29,93,12.03,100
2236568,Uige,AO,07/03/2019 23:09:55,-7.61,15.06,62.69,69,2.19,60
921786,Mitsamiouli,KM,07/03/2019 23:09:55,-11.38,43.28,73.4,69,4.7,75
618453,Kamenka,MD,07/03/2019 23:09:55,48.03,28.7,66.0,60,3.0,22
4407665,Kodiak,US,07/03/2019 23:09:55,39.95,-94.76,75.99,60,7.25,1
2222230,Sangmelima,CM,07/03/2019 23:09:56,2.93,11.98,69.17,98,2.71,100
2647311,Haverfordwest,GB,07/03/2019 23:09:56,51.8,-4.97,57.99,93,2.24,15
1505991,Igarka,RU,07/03/2019 23:09:56,67.47,86.57,83.93,38,5.93,21
3423146,Ilulissat,GL,07/03/2019 23:09:57,69.22,-51.1,44.6,75,2.24,33
3520994,Puerto Escondido,MX,07/03/2019 23:09:57,15.86,-97.07,77.09,81,4.65,48
3530097,Champerico,MX,07/03/2019 23:09:57,16.38,-93.6,77.0,83,2.13,5
2027044,Batagay,RU,07/03/2019 23:09:58,67.65,134.64,52.97,53,3.15,100
1852357,Shimoda,JP,07/03/2019 23:09:58,34.7,138.93,80.6,78,8.05,75
2729907,Longyearbyen,NO,07/03/2019 23:09:58,78.22,15.63,48.2,66,9.17,40
1035025,Nacala,MZ,07/03/2019 23:09:58,-14.56,40.69,74.57,72,12.53,4
2377457,Nouadhibou,MR,07/03/2019 23:09:59,20.93,-17.03,69.8,73,20.8,0
1495626,Pangody,RU,07/03/2019 23:09:59,65.85,74.49,85.19,28,14.5,99
3395981,Maceio,BR,07/03/2019 23:05:20,-9.67,-35.74,71.6,88,3.36,0
3416888,Grindavik,IS,07/03/2019 23:10:00,63.84,-22.43,51.01,100,6.93,90
3347019,Namibe,AO,07/03/2019 23:10:00,-15.19,12.15,69.53,75,13.71,13
3372472,Vila Franca do Campo,PT,07/03/2019 23:10:00,37.72,-25.43,66.2,88,10.29,40
3401148,Cururupu,BR,07/03/2019 23:10:00,-1.82,-44.87,72.41,99,2.24,7
5128549,New Rochelle,US,07/03/2019 23:08:06,40.91,-73.78,78.01,83,3.36,1
3571913,Marsh Harbour,BS,07/03/2019 23:09:53,26.54,-77.06,83.03,73,10.89,83
2168305,Dubbo,AU,07/03/2019 23:10:01,-32.25,148.6,66.2,42,13.87,0
2377450,Nouakchott,MR,07/03/2019 23:10:02,18.08,-15.98,71.6,88,8.05,11
3379316,Lethem,GY,07/03/2019 23:10:02,3.38,-59.8,74.03,92,7.14,98
2038342,Beipiao,CN,07/03/2019 23:10:02,41.8,120.76,94.01,18,6.49,32
1850144,Nishihara,JP,07/03/2019 23:10:03,35.74,139.53,75.99,88,8.05,90
5983193,Ingleside,CA,07/03/2019 23:10:03,45.0,-74.99,71.6,93,3.47,1
1701054,Marawi,PH,07/03/2019 23:10:03,8.0,124.29,84.0,80,5.99,84
1861280,Itoman,JP,07/03/2019 23:10:03,26.12,127.67,82.4,78,12.75,75
2013918,Ust-Maya,RU,07/03/2019 23:10:04,60.42,134.54,65.57,46,5.44,97
2022083,Alekseyevsk,RU,07/03/2019 23:10:04,57.84,108.35,71.69,27,8.32,18
2017384,Rudnaya Pristan,RU,07/03/2019 23:10:04,44.36,135.82,63.59,76,3.94,100
456202,Rezekne,LV,07/03/2019 23:10:05,56.5,27.32,54.41,72,12.3,0
1650064,Barabai,ID,07/03/2019 23:10:05,-2.59,115.38,85.91,63,3.27,83
3471451,Arraial do Cabo,BR,07/03/2019 23:10:05,-22.97,-42.02,75.83,66,4.14,66
7626370,Bud,NO,07/03/2019 23:06:26,62.91,6.91,48.2,81,5.82,75
180992,Rumuruti,KE,07/03/2019 23:10:06,0.26,36.54,62.51,77,3.76,71
5882953,Aklavik,CA,07/03/2019 23:10:06,68.22,-135.01,68.0,49,11.41,90
3459126,Lagoa Vermelha,BR,07/03/2019 23:10:06,-28.21,-51.53,34.97,84,1.36,0
1142226,Dawlatabad,AF,07/03/2019 23:10:06,36.41,64.91,86.99,15,8.01,0
934322,Mahebourg,MU,07/03/2019 23:10:07,-20.41,57.7,75.99,83,3.36,40
2121025,Srednekolymsk,RU,07/03/2019 23:10:07,67.46,153.71,62.33,42,6.85,100
2236967,Soyo,AO,07/03/2019 23:10:07,-6.13,12.37,71.6,94,13.2,20
3356264,Keetmanshoop,NA,07/03/2019 23:10:08,-26.57,18.15,46.4,33,9.17,0
901344,Ndola,ZM,07/03/2019 23:10:08,-12.97,28.64,61.43,72,9.15,0
1865309,Katsuura,JP,07/03/2019 23:10:08,33.93,134.5,84.2,66,5.82,75
1490796,Strezhevoy,RU,07/03/2019 23:10:09,60.73,77.6,77.0,73,2.24,0
1784131,Huilong,CN,07/03/2019 23:10:09,31.15,106.5,71.33,89,1.41,100
5563839,Fortuna,US,07/03/2019 23:10:14,40.6,-124.16,59.0,87,8.05,90
2028462,Ulaanbaatar,MN,07/03/2019 23:10:14,47.92,106.92,71.6,53,13.42,40
3526756,Isla Mujeres,MX,07/03/2019 23:08:17,21.23,-86.73,82.4,83,4.7,20
1817240,Baiyin,CN,07/03/2019 23:10:15,36.55,104.13,77.0,41,6.71,0
1259395,Porbandar,IN,07/03/2019 23:10:16,21.64,69.61,89.6,66,14.99,40
3135728,Straumen,NO,07/03/2019 23:10:16,63.87,11.3,46.4,87,11.41,75
1214965,Kabanjahe,ID,07/03/2019 23:10:16,3.1,98.49,90.0,41,2.77,80
2088163,Popondetta,PG,07/03/2019 23:10:17,-8.77,148.24,69.17,96,2.89,92
2618795,Klaksvik,FO,07/03/2019 23:10:17,62.23,-6.59,50.0,100,5.82,100
2077895,Alice Springs,AU,07/03/2019 23:06:34,-23.7,133.88,66.2,25,12.75,0
2206854,Gisborne,NZ,07/03/2019 23:10:17,-38.66,178.02,51.01,90,31.18,100
6173331,West Bay,CA,07/03/2019 23:10:18,49.34,-123.21,63.0,72,9.17,75
3662927,Pauini,BR,07/03/2019 23:10:18,-7.71,-67.0,73.13,82,1.86,46
3846915,Libertador General San Martin,AR,07/03/2019 23:10:18,-23.81,-64.79,41.81,90,1.83,7
1854774,Oda,JP,07/03/2019 23:10:19,35.19,132.5,80.6,61,10.29,20
2157698,Mildura,AU,07/03/2019 23:10:19,-34.18,142.16,66.0,52,8.05,0
1040652,Maputo,MZ,07/03/2019 23:06:22,-25.97,32.57,60.53,58,4.0,0
2339937,Auki,NG,07/03/2019 23:10:20,12.18,6.51,77.45,78,10.04,98
86049,Jalu,LY,07/03/2019 23:10:20,29.03,21.55,79.61,42,6.89,0
3897334,Calbuco,CL,07/03/2019 23:10:20,-41.77,-73.13,39.2,100,3.47,75
1058381,Morondava,MG,07/03/2019 23:10:21,-20.3,44.28,74.93,60,9.69,0
3996234,Lazaro Cardenas,MX,07/03/2019 23:10:21,28.39,-105.62,75.0,53,5.01,90
380348,Abu Zabad,SD,07/03/2019 23:10:21,12.35,29.25,78.53,73,13.02,22
1213855,Sibolga,ID,07/03/2019 23:10:22,1.74,98.78,83.03,72,5.93,75
2030065,Mandalgovi,MN,07/03/2019 23:10:22,45.76,106.27,74.93,46,18.01,95
4740364,Weatherford,US,07/03/2019 23:08:57,32.76,-97.8,79.0,78,10.29,75
1497337,Kayerkan,RU,07/03/2019 23:10:23,69.35,87.76,82.4,30,4.47,0
2121385,Severo-Kurilsk,RU,07/03/2019 23:10:23,50.68,156.12,42.35,97,13.47,100
2015306,Tiksi,RU,07/03/2019 23:10:23,71.64,128.87,40.01,83,8.48,100
1715335,Davila,PH,07/03/2019 23:10:23,18.47,120.58,89.6,66,12.75,75
1626493,Srandakan,ID,07/03/2019 23:07:29,-7.94,110.25,77.27,88,12.01,43
1056899,Sambava,MG,07/03/2019 23:10:24,-14.27,50.17,73.49,70,4.03,44
1835848,Seoul,KR,07/03/2019 23:00:02,37.57,126.98,91.4,29,5.82,1
1253628,Lata,IN,07/03/2019 23:10:25,30.78,78.62,51.53,92,7.54,41
3581398,Laguna,BZ,07/03/2019 23:10:25,16.17,-88.94,78.8,94,1.36,75
2803461,Marienburg,DE,07/03/2019 23:10:25,52.12,9.98,57.99,81,4.7,0
5223593,Newport,US,07/03/2019 23:10:25,41.49,-71.31,71.6,77,4.7,1
1040938,Manjacaze,MZ,07/03/2019 23:10:26,-24.71,33.88,60.35,72,4.23,0
507624,Pokhvistnevo,RU,07/03/2019 23:10:26,53.65,52.12,69.35,75,11.03,0
1498283,Mugur-Aksy,RU,07/03/2019 23:10:27,50.38,90.44,55.67,51,1.59,89
1529484,Hami,CN,07/03/2019 23:10:27,42.84,93.51,96.89,7,7.25,0
610613,Aksay,KZ,07/03/2019 23:10:27,51.17,53.01,78.35,53,10.11,0
2063039,Port Keats,AU,07/03/2019 23:10:28,-14.25,129.55,83.03,25,11.01,0
3860443,Comodoro Rivadavia,AR,07/03/2019 23:10:28,-45.87,-67.48,30.2,68,9.17,0
2337542,Naze,NG,07/03/2019 23:10:28,5.43,7.07,73.13,97,2.48,100
364933,Umm Kaddadah,SD,07/03/2019 23:10:29,13.6,26.69,84.65,49,12.3,0
1637001,Biak,ID,07/03/2019 23:10:29,-0.91,122.88,68.63,93,3.33,91
1636426,Manggar,ID,07/03/2019 23:07:09,-2.88,108.27,89.33,56,9.26,14
932987,Tsabong,BW,07/03/2019 23:10:29,-26.02,22.4,48.11,21,10.02,0
3533462,Acapulco,MX,07/03/2019 23:10:30,16.86,-99.88,84.2,83,3.65,75
1650233,Banjar,ID,07/03/2019 23:10:30,-7.37,108.54,82.49,68,5.77,82
565857,Dobrinka,RU,07/03/2019 23:10:30,52.17,40.48,62.51,63,12.15,0
3448903,Sao Joao da Barra,BR,07/03/2019 23:10:31,-21.64,-41.05,68.27,75,3.78,84
3928993,San Vicente de Canete,PE,07/03/2019 23:10:31,-13.08,-76.38,58.73,87,4.76,39
3172617,Morbegno,IT,07/03/2019 23:07:47,46.13,9.57,73.0,82,5.82,0
5301388,Lake Havasu City,US,07/03/2019 23:10:32,34.47,-114.34,96.8,9,8.05,1
3119841,Beira,ES,07/03/2019 23:10:32,43.2,-8.36,66.0,93,3.36,0
2063056,Port Augusta,AU,07/03/2019 23:10:32,-32.49,137.76,61.0,67,10.29,0
2446796,Bilma,NE,07/03/2019 23:10:32,18.69,12.92,90.05,34,8.46,47
737021,Zonguldak,TR,07/03/2019 23:10:33,41.25,31.83,73.4,78,4.7,20
3386213,Touros,BR,07/03/2019 23:10:33,-5.2,-35.46,73.4,100,2.24,40
2137748,Voh,NC,07/03/2019 23:10:33,-20.95,164.69,72.95,70,8.16,100
5921525,Mackay,CA,07/03/2019 23:10:34,53.65,-115.58,46.4,100,4.7,40
913323,Kaoma,ZM,07/03/2019 23:10:34,-14.8,24.8,59.99,69,8.3,0
1650434,Bambanglipuro,ID,07/03/2019 23:10:34,-7.95,110.28,77.27,88,12.01,43
1799686,Tongzi,CN,07/03/2019 23:10:34,28.78,105.09,68.63,94,5.82,100
2737599,Saldanha,PT,07/03/2019 23:10:35,41.42,-6.55,65.39,76,4.5,67
5892532,Banff,CA,07/03/2019 23:10:32,51.18,-115.57,48.0,94,1.52,100
1139085,Jurm,AF,07/03/2019 23:10:35,36.86,70.83,70.79,38,6.91,0
1267390,Kavaratti,IN,07/03/2019 23:10:36,10.57,72.64,86.0,79,11.41,40
708901,Haysyn,UA,07/03/2019 23:10:36,48.81,29.39,61.25,66,6.87,28
2409751,Koindu,GN,07/03/2019 23:10:36,8.44,-10.33,71.51,99,2.39,100
4799622,Bluefield,US,07/03/2019 23:10:37,37.27,-81.22,69.8,100,1.88,40
3919085,Coroico,BO,07/03/2019 23:10:37,-16.19,-67.73,26.6,86,2.24,20
1623197,Tual,ID,07/03/2019 23:10:37,-5.67,132.75,77.81,79,18.37,100
2088659,Panguna,PG,07/03/2019 23:10:37,-6.32,155.48,82.31,77,12.68,53
2088122,Port Moresby,PG,07/03/2019 23:10:37,-9.47,147.16,80.6,78,17.22,40
1786538,Yining,CN,07/03/2019 23:10:38,29.04,114.56,75.65,97,2.33,100
496285,Severodvinsk,RU,07/03/2019 23:10:38,64.56,39.82,60.8,93,2.24,90
545938,Komarikhinskiy,RU,07/03/2019 23:10:39,58.1,57.12,68.0,72,13.42,20
2092164,Lorengau,PG,07/03/2019 23:10:39,-2.02,147.27,81.59,76,1.83,23
3491161,Bull Savanna,JM,07/03/2019 23:10:39,17.89,-77.59,79.97,81,8.08,72
685981,Manta,RO,07/03/2019 23:10:40,45.1,24.1,65.75,79,1.74,33
500678,Rudnya,RU,07/03/2019 23:10:40,50.8,44.56,70.07,55,10.04,49
3985710,Cabo San Lucas,MX,07/03/2019 23:05:45,22.89,-109.91,79.0,65,4.7,5
1106643,Quatre Cocos,MU,07/03/2019 23:10:40,-20.21,57.76,75.99,83,3.36,40
3838233,Salta,AR,07/03/2019 23:10:41,-24.79,-65.41,50.0,87,3.36,90
3126369,Carballo,ES,07/03/2019 23:10:41,43.21,-8.69,66.0,93,3.36,0
2191562,Dunedin,NZ,07/03/2019 23:09:50,-45.87,170.5,45.0,73,13.0,47
3589805,San Marcos,GT,07/03/2019 23:10:41,14.97,-91.79,77.0,100,6.8,5
454310,Ventspils,LV,07/03/2019 23:10:42,57.39,21.56,60.8,63,8.05,20
2156643,Mount Gambier,AU,07/03/2019 23:10:42,-37.83,140.78,57.2,67,10.29,0
3453439,Ponta do Sol,BR,07/03/2019 23:10:43,-20.63,-46.0,62.51,58,5.41,38
3136690,Stokmarknes,NO,07/03/2019 23:10:43,68.56,14.91,50.0,66,8.05,40
3839307,Rawson,AR,07/03/2019 23:10:43,-43.3,-65.11,31.55,78,14.63,0
117656,Ayan,IR,07/03/2019 23:10:43,38.23,44.7,63.59,36,5.39,0
548333,Kirs,RU,07/03/2019 23:10:44,59.34,52.24,66.47,50,10.22,0
633221,Uusikaupunki,FI,07/03/2019 23:10:44,60.8,21.41,57.2,58,5.82,0
471909,Vorontsovka,RU,07/03/2019 23:10:44,50.61,40.34,65.75,58,8.7,0
4509177,Columbus,US,07/03/2019 23:05:51,39.96,-83.0,71.01,94,3.36,90
2052479,Zhuhai,CN,07/03/2019 23:10:45,40.71,112.04,78.8,36,8.95,40
2208248,Kaitangata,NZ,07/03/2019 23:10:45,-46.28,169.85,43.0,73,4.0,34
1300969,Paungde,MM,07/03/2019 23:10:45,18.49,95.51,79.25,90,4.99,100
779622,Havoysund,NO,07/03/2019 23:10:46,71.0,24.66,44.6,93,14.99,75
2127515,Wakkanai,JP,07/03/2019 23:10:46,45.41,141.67,64.4,77,19.46,20
1710518,Isabela,PH,07/03/2019 23:10:46,10.2,122.99,83.39,72,8.01,100
3402648,Carutapera,BR,07/03/2019 23:10:46,-1.2,-46.02,76.91,88,5.32,4
866062,Iskateley,RU,07/03/2019 23:10:47,67.68,53.15,77.45,49,12.93,58
2413419,Gunjur,GM,07/03/2019 23:10:47,13.18,-16.76,77.0,94,5.82,0
2510725,Tacoronte,ES,07/03/2019 23:10:47,28.48,-16.41,72.0,100,19.46,75
1850345,Toba,JP,07/03/2019 23:10:48,34.47,136.83,87.01,83,8.05,75
632669,Valkeala,FI,07/03/2019 23:07:20,60.94,26.8,55.0,66,10.29,0
203717,Yangambi,CD,07/03/2019 23:10:48,0.77,24.47,74.93,87,2.3,100
564022,Duvan,RU,07/03/2019 23:10:49,55.69,57.9,68.81,58,10.78,23
3393692,Itarema,BR,07/03/2019 23:10:49,-2.92,-39.92,70.61,97,4.92,7
1214488,Meulaboh,ID,07/03/2019 23:10:49,4.14,96.13,83.75,74,7.02,99
1731248,Alugan,PH,07/03/2019 23:10:50,12.22,125.48,87.89,65,5.41,23
2640377,Penzance,GB,07/03/2019 23:10:50,50.12,-5.53,60.01,76,9.17,0
6972233,Xinpu,CN,07/03/2019 23:10:50,27.63,119.93,70.61,97,2.55,100
3388456,Sao Jose da Coroa Grande,BR,07/03/2019 23:10:51,-8.9,-35.15,69.89,95,1.57,0
749502,Cayeli,TR,07/03/2019 23:10:51,41.09,40.73,73.85,68,4.59,36
6104820,Pinawa,CA,07/03/2019 23:10:51,50.15,-95.88,57.0,92,3.0,100
962367,Richards Bay,ZA,07/03/2019 23:10:52,-28.77,32.06,65.39,61,15.35,0
2012530,Zhigansk,RU,07/03/2019 23:10:52,66.77,123.37,60.71,35,4.07,100
1630639,Pringsewu,ID,07/03/2019 23:10:52,-5.36,104.98,85.19,58,7.67,16
5894171,Barrie,CA,07/03/2019 23:10:52,44.38,-79.7,66.0,93,2.24,1
2013279,Vostok,RU,07/03/2019 23:10:53,46.45,135.83,68.09,92,4.32,99
1283679,Banepa,NP,07/03/2019 23:08:38,27.63,85.52,82.4,74,9.17,75
1788268,Dongsheng,CN,07/03/2019 23:10:53,29.72,112.52,85.37,68,8.28,100
2352110,Okitipupa,NG,07/03/2019 23:10:53,6.5,4.78,74.57,96,3.09,100
2335204,Kano,NG,07/03/2019 23:10:54,11.99,8.53,73.4,94,3.36,40
2449893,Tessalit,ML,07/03/2019 23:10:54,20.2,1.01,92.39,21,12.68,0
1057095,Sakaraha,MG,07/03/2019 23:10:54,-22.91,44.53,62.69,78,7.14,8
1259385,Port Blair,IN,07/03/2019 23:10:32,11.67,92.75,84.2,83,11.41,90
5314245,Show Low,US,07/03/2019 23:06:14,34.25,-110.03,69.8,34,6.93,1
6316343,Alta Floresta,BR,07/03/2019 23:10:55,-9.87,-56.08,72.41,69,2.37,18
152497,Muriti,TZ,07/03/2019 23:10:55,-1.99,32.93,71.69,67,23.62,19
286987,Nizwa,OM,07/03/2019 23:10:56,22.93,57.53,99.05,19,5.14,33
2867138,Naila,DE,07/03/2019 23:10:56,50.33,11.71,61.0,66,8.05,0
2396853,Omboue,GA,07/03/2019 23:10:56,-1.57,9.26,72.95,85,8.75,83
2126710,Beringovskiy,RU,07/03/2019 23:10:56,63.05,179.32,68.09,43,10.07,0
3464724,Diamantino,BR,07/03/2019 23:10:57,-14.4,-56.44,69.53,69,4.41,1
1253251,Venkatagiri,IN,07/03/2019 23:10:57,13.96,79.58,95.0,39,9.17,20
6085772,Nanaimo,CA,07/03/2019 23:09:49,49.17,-123.94,64.0,72,9.17,75
2173911,Broken Hill,AU,07/03/2019 23:10:57,-31.97,141.45,60.8,51,12.75,0
2129072,Kushiro,JP,07/03/2019 23:10:58,43.11,144.15,60.8,82,3.36,75
1152222,Mae Hong Son,MM,07/03/2019 23:10:58,19.3,97.96,84.2,66,3.36,75
528248,Mayskiy,RU,07/03/2019 23:10:58,43.63,44.06,84.2,39,2.24,20
5767918,Pierre,US,07/03/2019 23:10:59,44.37,-100.35,66.0,88,18.34,75
1218612,Murgab,TM,07/03/2019 23:10:59,37.5,61.97,86.0,27,9.17,0
2035410,Qianan,CN,07/03/2019 23:10:59,44.99,124.06,90.23,30,7.58,0
187231,Maua,KE,07/03/2019 23:11:00,0.23,37.94,58.19,65,1.95,28
2068655,Katherine,AU,07/03/2019 23:11:00,-14.47,132.26,86.0,13,10.29,28
2270385,Camacha,PT,07/03/2019 23:11:00,33.08,-16.33,69.8,93,5.82,75
877747,Mtwara,TZ,07/03/2019 23:06:54,-10.28,40.18,74.03,68,11.92,2
2290582,Jackville,CI,07/03/2019 23:11:01,5.21,-4.42,78.8,94,5.82,75
964406,Port Shepstone,ZA,07/03/2019 23:11:01,-30.74,30.45,56.39,50,4.88,0
1502192,Krapivinskiy,RU,07/03/2019 23:11:01,55.0,86.81,75.2,53,8.95,40
3894406,Coihueco,CL,07/03/2019 23:11:01,-36.63,-71.83,44.6,100,9.17,48
649924,Kuusamo,FI,07/03/2019 23:06:04,65.96,29.19,50.0,100,9.17,90
1525798,Balkhash,KZ,07/03/2019 23:11:02,46.84,74.98,78.8,54,17.9,0
1516438,Zyryanovsk,KZ,07/03/2019 23:11:02,49.74,84.27,64.49,75,4.59,100
494884,Shenkursk,RU,07/03/2019 23:11:02,62.11,42.91,59.27,85,2.8,76
110690,Faya,SA,07/03/2019 23:11:03,18.39,42.45,80.6,32,4.79,5
3445442,Varzelandia,BR,07/03/2019 23:11:03,-15.7,-44.03,65.39,49,2.37,50
584051,Svetlogorsk,RU,07/03/2019 23:11:04,53.14,59.15,71.6,46,17.9,40
2012956,Yerbogachen,RU,07/03/2019 23:11:04,61.28,108.01,76.55,32,8.61,46
5197079,Lancaster,US,07/03/2019 23:11:04,40.04,-76.31,75.2,88,1.74,1
2249901,Gat,SN,07/03/2019 23:11:05,14.69,-16.54,75.2,88,8.05,20
3520271,Nuevo Progreso,US,07/03/2019 23:11:05,26.05,-97.95,82.4,83,8.05,40
2138285,Tadine,NC,07/03/2019 23:11:05,-21.55,167.88,72.95,66,6.26,51
220448,Aketi,CD,07/03/2019 23:11:05,2.74,23.78,70.97,93,2.35,100
2026544,Bokhan,RU,07/03/2019 23:11:06,53.15,103.77,71.87,38,16.04,0
2047258,Novyy Urgal,RU,07/03/2019 23:11:06,51.07,132.56,79.43,39,6.87,4
1799869,Nanning,CN,07/03/2019 23:11:06,22.83,108.3,86.0,74,8.95,75
3465342,Puerto Quijarro,BO,07/03/2019 23:11:07,-19.0,-57.72,58.73,96,5.23,77
6255012,Flinders,AU,07/03/2019 23:11:07,-34.58,150.85,60.01,67,10.29,75
3868633,Vallenar,CL,07/03/2019 23:11:07,-28.58,-70.76,47.57,74,3.09,13
2014624,Udachnyy,RU,07/03/2019 23:11:07,66.42,112.4,73.4,40,11.18,90
2214846,Misratah,LY,07/03/2019 23:11:08,32.38,15.09,77.63,62,2.89,0
2874131,Malchin,DE,07/03/2019 23:11:08,53.74,12.76,60.01,76,9.17,20
5686121,Whitefish,US,07/03/2019 23:11:08,48.41,-114.33,54.0,93,2.8,1
1281256,Gamba,CN,07/03/2019 23:11:09,28.28,88.52,61.43,29,5.53,63
5961417,Gimli,CA,07/03/2019 23:11:09,50.63,-96.99,61.0,91,5.82,100
5859699,College,US,07/03/2019 23:11:09,64.86,-147.8,69.8,64,6.93,90
2447513,Arlit,NE,07/03/2019 23:11:10,18.74,7.39,93.11,21,8.32,7
1733023,Kuala Lipis,MY,07/03/2019 23:11:10,4.19,102.05,89.87,59,1.43,82
4278471,Russell,US,07/03/2019 23:11:10,38.9,-98.86,73.99,73,11.41,1
934479,Grand Gaube,MU,07/03/2019 23:11:10,-20.01,57.66,75.99,83,3.36,40
1496476,Nyagan,RU,07/03/2019 23:11:11,62.14,65.43,76.01,45,11.61,74
3919353,Guantanamo,BO,07/03/2019 23:11:11,-16.14,-62.05,62.87,99,1.9,12
2178174,Albury,AU,07/03/2019 23:11:11,-36.08,146.92,62.6,51,5.82,2
2022304,Khorinsk,RU,07/03/2019 23:11:12,52.16,109.78,62.87,51,5.35,75
1254377,Tirukkoyilur,IN,07/03/2019 23:11:12,11.95,79.2,95.0,50,9.17,75
5697939,North Platte,US,07/03/2019 23:11:12,41.12,-100.77,72.0,83,4.7,1
502265,Mirnyy,RU,07/03/2019 23:11:12,56.57,36.46,51.53,71,16.98,66
3456864,Monte Azul,BR,07/03/2019 23:11:13,-15.15,-42.87,64.13,55,2.98,0
2018735,Nyurba,RU,07/03/2019 23:11:13,63.29,118.35,51.35,82,4.52,95
3081752,Wladyslawowo,PL,07/03/2019 23:11:13,54.79,18.4,64.0,71,17.22,0
1274381,Chhabra,IN,07/03/2019 23:11:14,24.67,76.85,84.83,70,13.35,100
2517436,Galdar,ES,07/03/2019 23:11:14,28.15,-15.65,69.8,73,17.22,75
922704,Kisanga,CD,07/03/2019 23:11:14,-11.72,27.4,59.0,82,8.05,0
3390864,Acari,BR,07/03/2019 23:11:15,-6.44,-36.64,70.79,85,6.29,56
4787534,Sterling,US,07/03/2019 23:11:15,39.0,-77.4,79.0,83,2.33,1
5954718,Flin Flon,CA,07/03/2019 23:11:15,54.77,-101.88,47.03,70,4.5,12
3181528,Brindisi,IT,07/03/2019 23:11:16,40.63,17.94,84.0,83,9.17,0
1178858,Garhi Khairo,PK,07/03/2019 23:11:16,28.06,67.98,107.69,23,5.17,0
3694197,Oyotun,PE,07/03/2019 23:11:16,-6.85,-79.3,62.6,88,12.75,0
3694112,Paita,PE,07/03/2019 23:11:16,-5.09,-81.11,63.77,91,10.29,0
6324729,Halifax,CA,07/03/2019 23:11:17,44.65,-63.58,60.01,87,9.17,75
3470583,Barreiras,BR,07/03/2019 23:11:17,-12.14,-45.0,65.75,57,2.53,0
1509844,Boguchany,RU,07/03/2019 23:11:17,58.38,97.46,83.57,20,5.23,0
3391371,Porto Franco,BR,07/03/2019 23:11:17,-6.34,-47.4,71.51,89,2.21,1
3403344,Piranhas,BR,07/03/2019 23:11:18,-9.61,-37.76,67.73,99,2.28,19
540761,Kropotkin,RU,07/03/2019 23:11:18,45.43,40.58,79.25,56,5.88,0
1805953,Jiaxing,CN,07/03/2019 23:11:18,30.76,120.75,93.0,88,4.47,75
5919850,Chapais,CA,07/03/2019 23:11:19,49.78,-74.86,62.6,93,5.82,90
3397967,Itaituba,BR,07/03/2019 23:11:19,-4.26,-55.99,70.97,94,1.5,80
1847947,Shingu,JP,07/03/2019 23:11:19,33.72,135.99,78.8,78,11.41,75
5972762,Hay River,CA,07/03/2019 23:11:19,60.82,-115.79,51.8,93,3.36,90
2126682,Bilibino,RU,07/03/2019 23:11:20,68.06,166.44,54.77,45,3.74,99
257122,Methoni,GR,07/03/2019 23:11:20,36.82,21.7,79.0,47,12.75,0
